,image_id,gt_class,pre_class,ap,score
118,118,1,1,1.0,0.9998680353164673
119,119,2,2,1.0,0.9999252557754517
120,120,3,3,1.0,0.9994346499443054
121,121,2,2,1.0,0.9999785423278809
122,122,3,3,1.0,0.9997013211250305
123,123,3,3,1.0,0.9250391125679016
124,124,1,1,1.0,0.9991186261177063
125,125,0,0,0.0,0.0
126,126,3,3,1.0,0.9995415210723877
127,127,0,0,0.0,0.0
128,128,2,2,1.0,0.9919039607048035
129,129,2,2,1.0,0.9989765882492065
130,130,2,2,1.0,0.9999032020568848
131,131,0,0,0.0,0.0
132,132,2,2,1.0,0.9999971389770508
133,133,0,1,0.0,0.978007972240448
134,134,1,1,1.0,0.9999951124191284
135,135,2,2,1.0,0.9949654936790466
136,136,2,2,0.5,0.9379194378852844
137,137,0,0,0.0,0.0
138,138,2,2,1.0,0.999982476234436
139,139,2,2,1.0,0.9999939203262329
140,140,1,1,1.0,0.9952599406242371
141,141,1,1,1.0,0.9964827299118042
142,142,1,1,1.0,0.9999916553497314
143,143,2,2,1.0,0.811593770980835
144,144,3,3,1.0,0.9993900060653687
145,145,2,2,1.0,0.999954104423523
146,146,2,2,1.0,0.9999819993972778
147,147,2,2,1.0,0.983754575252533
148,148,2,2,1.0,0.9999945163726807
149,149,2,2,1.0,0.9999957084655762
150,150,2,2,1.0,0.9999873638153076
151,151,0,2,0.0,0.7225356698036194
152,152,1,1,1.0,0.9992551207542419
153,153,2,2,1.0,0.9948036074638367
154,154,3,3,1.0,0.9997678399085999
155,155,1,1,1.0,0.997760534286499
156,156,0,3,0.0,0.7931346893310547
157,157,3,3,1.0,0.9962717294692993
158,158,1,1,1.0,0.9939150214195251
159,159,3,3,1.0,0.999713122844696
160,160,1,1,1.0,0.9999898672103882
161,161,2,2,1.0,0.9999980926513672
162,162,0,2,0.0,0.9712483882904053
163,163,0,0,0.0,0.0
164,164,3,3,1.0,0.9554566144943237
165,165,2,2,1.0,0.9999631643295288
166,166,0,0,0.0,0.0
167,167,1,1,1.0,0.9904305338859558
168,168,1,1,1.0,0.9998145699501038
169,169,2,2,1.0,0.999940037727356
170,170,2,2,1.0,0.9902925491333008
171,171,1,1,1.0,0.9944736361503601
172,172,3,3,1.0,0.999853253364563
173,173,3,3,1.0,0.9997445940971375
174,174,2,2,1.0,0.9999524354934692
175,175,1,1,1.0,0.9974303841590881
176,176,1,1,1.0,0.9906642436981201
177,177,3,3,1.0,0.9899519085884094
178,178,1,1,0.3333333333333333,0.9430555105209351
179,179,1,1,1.0,0.9973223805427551
180,180,3,3,1.0,0.999830961227417
181,181,0,0,0.0,0.0
182,182,1,1,1.0,0.9998364448547363
183,183,3,3,1.0,0.999308705329895
184,184,2,2,1.0,0.9997268319129944
185,185,3,3,1.0,0.9961624145507812
186,186,0,0,0.0,0.0
187,187,0,0,0.0,0.0
188,188,1,2,0.5,0.9949405193328857
189,189,0,0,0.0,0.0
190,190,3,3,1.0,0.9994696974754333
191,191,2,2,1.0,0.9970159530639648
192,192,2,2,1.0,0.9999980926513672
193,193,3,3,1.0,0.9999614953994751
194,194,1,1,1.0,0.9972952008247375
195,195,1,1,1.0,0.9999593496322632
196,196,2,2,1.0,0.9977237582206726
197,197,1,1,1.0,0.9999438524246216
198,198,0,0,0.0,0.0
199,199,3,3,1.0,0.9999614953994751
200,200,3,3,1.0,0.9982132911682129
201,201,2,2,1.0,0.9999598264694214
202,202,2,2,1.0,0.9999499320983887
203,203,1,1,1.0,0.9999985694885254
204,204,3,3,1.0,0.9996262788772583
205,205,1,1,1.0,0.9973395466804504
206,206,3,3,1.0,0.9965106844902039
207,207,1,1,1.0,0.9995548129081726
208,208,2,2,1.0,0.9997566342353821
209,209,3,3,1.0,0.9578935503959656
210,210,1,1,1.0,0.9999289512634277
211,211,2,2,1.0,0.9999998807907104
212,212,3,3,1.0,0.9997963309288025
213,213,3,3,1.0,0.9999377727508545
214,214,2,2,1.0,0.9999922513961792
215,215,2,2,1.0,0.9999938011169434
216,216,2,2,1.0,0.9995397329330444
217,217,0,2,0.0,0.9344092011451721
218,218,0,0,0.0,0.0
219,219,1,1,1.0,0.9999133348464966
220,220,2,2,1.0,0.9999581575393677
221,221,0,2,0.0,0.7865326404571533
222,222,2,2,1.0,0.998950719833374
223,223,0,0,0.0,0.0
224,224,0,0,0.0,0.0
225,225,2,2,1.0,0.9628917574882507
226,226,0,0,0.0,0.0
227,227,2,2,1.0,0.9999771118164062
228,228,0,0,0.0,0.0
229,229,2,2,1.0,0.9892162084579468
230,230,2,2,1.0,0.9999591112136841
231,231,3,3,1.0,0.9999097585678101
232,232,3,3,1.0,0.9967749714851379
233,233,3,3,1.0,0.9995762705802917
234,234,2,2,1.0,0.9999252557754517
235,235,2,2,1.0,0.9983575940132141
236,236,3,3,1.0,0.9997492432594299
237,237,0,0,0.0,0.0
238,238,3,3,1.0,0.9999086856842041
239,239,2,2,1.0,0.7613453269004822
240,240,3,3,1.0,0.9862228035926819
241,241,0,1,0.0,0.9972526431083679
242,242,1,1,1.0,0.9997499585151672
243,243,2,2,1.0,0.9998893737792969
244,244,2,2,1.0,0.9997708201408386
245,245,2,2,1.0,0.8979427218437195
246,246,3,3,1.0,0.9999680519104004
247,247,0,0,0.0,0.0
248,248,0,2,0.0,0.9936163425445557
249,249,1,1,1.0,0.9999403953552246
250,250,0,0,0.0,0.0
251,251,0,3,0.0,0.8995317816734314
252,252,0,2,0.0,0.9958289265632629
253,253,0,0,0.0,0.0
254,254,2,2,1.0,0.999995231628418
255,255,3,3,1.0,0.9999321699142456
256,256,0,1,0.0,0.9119842648506165
257,257,3,3,1.0,0.9958115816116333
258,258,2,2,1.0,0.9999997615814209
259,259,2,2,1.0,0.9951370358467102
260,260,2,2,1.0,0.9999796152114868
261,261,2,2,1.0,0.9999370574951172
262,262,3,3,1.0,0.9962623715400696
263,263,2,2,1.0,0.998475968837738
264,264,2,2,1.0,0.7203425168991089
265,265,2,2,1.0,0.9999850988388062
266,266,0,0,0.0,0.0
267,267,0,0,0.0,0.0
268,268,2,2,1.0,0.9818164110183716
269,269,1,1,1.0,0.9996693134307861
270,270,3,3,1.0,0.9999756813049316
271,271,2,2,1.0,0.9997702240943909
272,272,1,1,1.0,0.992302417755127
273,273,3,3,1.0,0.9992188215255737
274,274,2,2,1.0,0.9978331923484802
275,275,3,3,1.0,0.9999775886535645
276,276,0,2,0.0,0.7504538297653198
277,277,0,0,0.0,0.0
278,278,3,3,1.0,0.7936132550239563
279,279,1,1,1.0,0.9999815225601196
280,280,1,1,1.0,0.9999878406524658
281,281,0,0,0.0,0.0
282,282,0,0,0.0,0.0
283,283,1,1,1.0,0.9996715784072876
284,284,1,1,1.0,0.9999945163726807
285,285,1,1,1.0,0.9999933242797852
286,286,0,3,0.0,0.794971227645874
287,287,0,0,0.0,0.0
288,288,1,1,1.0,0.9999990463256836
289,289,1,1,1.0,0.9999858140945435
290,290,2,2,1.0,0.9546788334846497
291,291,3,3,1.0,0.9629127383232117
292,292,1,1,1.0,0.9985826015472412
293,293,2,2,1.0,0.9962000250816345
294,294,2,2,1.0,0.999930739402771
295,295,1,1,1.0,0.9872103929519653
296,296,2,2,1.0,0.9943619966506958
297,297,1,1,1.0,0.9999971389770508
298,298,2,2,1.0,0.922027587890625
299,299,0,2,0.0,0.7945387959480286
300,300,2,2,1.0,0.959710419178009
301,301,0,1,0.0,0.9991982579231262
302,302,0,0,0.0,0.0
303,303,3,3,1.0,0.997810423374176
304,304,3,3,1.0,0.9998272061347961
305,305,2,2,1.0,0.9999978542327881
306,306,0,0,0.0,0.0
307,307,3,3,1.0,0.9914830327033997
308,308,2,2,1.0,0.9876833558082581
309,309,3,3,0.5,0.994027853012085
310,310,0,0,0.0,0.0
311,311,2,2,1.0,0.9977033734321594
312,312,2,2,1.0,0.999680757522583
313,313,3,3,1.0,0.9979915618896484
314,314,0,0,0.0,0.0
315,315,1,1,1.0,0.9999736547470093
316,316,3,3,1.0,0.9994545578956604
317,317,0,0,0.0,0.0
318,318,2,2,1.0,0.937703549861908
319,319,1,1,1.0,0.9998456239700317
320,320,1,1,1.0,0.9994390606880188
321,321,3,3,1.0,0.9805317521095276
322,322,2,2,1.0,0.998397171497345
323,323,0,0,0.0,0.0
324,324,0,0,0.0,0.0
325,325,2,2,1.0,0.9999850988388062
326,326,2,2,1.0,0.9999996423721313
327,327,2,2,1.0,0.999980092048645
328,328,2,2,1.0,1.0
329,329,3,3,1.0,0.9994888305664062
330,330,2,2,1.0,0.960811197757721
331,331,1,1,1.0,0.9999988079071045
332,332,3,3,1.0,0.999948263168335
333,333,0,0,0.0,0.0
334,334,3,1,0.5,0.9996433258056641
335,335,1,1,1.0,0.9999996423721313
336,336,1,1,1.0,0.9993606209754944
337,337,2,2,1.0,0.9999511241912842
338,338,2,2,1.0,0.9997510313987732
339,339,0,0,0.0,0.0
340,340,1,1,1.0,0.9994742274284363
341,341,1,1,1.0,0.9864447712898254
342,342,0,0,0.0,0.0
343,343,1,1,1.0,0.9786176681518555
344,344,3,3,1.0,0.999935507774353
345,345,3,3,1.0,0.9964279532432556
346,346,3,3,1.0,0.9995241165161133
347,347,1,1,1.0,0.9999970197677612
348,348,1,1,1.0,0.9994569420814514
349,349,0,0,0.0,0.0
350,350,0,0,0.0,0.0
351,351,1,1,1.0,0.9999985694885254
352,352,0,0,0.0,0.0
353,353,2,2,1.0,0.9999836683273315
354,354,2,2,1.0,0.9999912977218628
355,355,2,2,1.0,0.9999569654464722
356,356,3,3,1.0,0.9997922778129578
357,357,0,0,0.0,0.0
358,358,1,1,1.0,0.9968650937080383
359,359,2,2,1.0,0.9999964237213135
360,360,1,1,1.0,0.9404633045196533
361,361,2,2,1.0,0.9999946355819702
362,362,3,3,1.0,0.9999567270278931
363,363,3,3,1.0,0.9963387250900269
364,364,1,1,1.0,0.9998903274536133
365,365,1,1,1.0,0.9999736547470093
366,366,3,3,1.0,0.9999696016311646
367,367,1,1,1.0,0.9999986886978149
368,368,0,0,0.0,0.0
369,369,0,0,0.0,0.0
370,370,1,1,1.0,0.9949970245361328
371,371,2,2,1.0,0.9993736147880554
372,372,1,1,1.0,0.9934937357902527
373,373,3,3,1.0,0.9997772574424744
374,374,0,0,0.0,0.0
375,375,0,2,0.0,0.9102542996406555
376,376,2,2,1.0,0.9761911630630493
377,377,2,2,1.0,0.9999995231628418
378,378,2,2,1.0,0.9955006241798401
379,379,0,0,0.0,0.0
380,380,2,3,0.0,0.8852227330207825
381,381,1,1,1.0,0.999981164932251
382,382,0,1,0.0,0.8867219686508179
383,383,3,3,1.0,0.9859524965286255
384,384,2,2,1.0,0.9999897480010986
385,385,1,1,1.0,0.9999074935913086
386,386,1,1,1.0,0.9999150037765503
387,387,2,2,1.0,0.9999934434890747
388,388,3,3,1.0,0.9999310970306396
389,389,0,2,0.0,0.7848364114761353
390,390,0,0,0.0,0.0
391,391,1,1,1.0,0.9999948740005493
392,392,2,2,1.0,0.9999520778656006
393,393,1,1,1.0,0.9988173842430115
394,394,0,0,0.0,0.0
395,395,2,2,1.0,0.9999845027923584
396,396,3,3,1.0,0.9997005462646484
397,397,0,0,0.0,0.0
398,398,0,0,0.0,0.0
399,399,3,3,1.0,0.9860172867774963
400,400,1,1,1.0,0.9999613761901855
401,401,3,3,1.0,0.966666579246521
402,402,3,3,0.0,0.9989238381385803
403,403,3,3,1.0,0.9770086407661438
404,404,1,1,1.0,0.9995055198669434
405,405,2,2,1.0,0.9998922348022461
406,406,0,0,0.0,0.0
407,407,0,0,0.0,0.0
408,408,2,2,1.0,0.999825656414032
409,409,3,3,1.0,0.9994516968727112
410,410,0,0,0.0,0.0
411,411,2,2,1.0,0.9991666078567505
412,412,3,3,1.0,0.9999585151672363
413,413,0,0,0.0,0.0
414,414,1,1,1.0,0.9999953508377075
415,415,2,2,1.0,0.9888112545013428
416,416,1,1,1.0,0.9970212578773499
417,417,3,3,1.0,0.9953668117523193
418,418,1,1,1.0,0.9999818801879883
419,419,2,2,1.0,0.9999994039535522
420,420,3,3,1.0,0.9650053381919861
421,421,2,2,1.0,0.9999892711639404
422,422,2,2,1.0,0.9999850988388062
423,423,3,3,0.0,0.9948320388793945
424,424,1,1,1.0,0.9999998807907104
425,425,1,1,1.0,0.9996488094329834
426,426,3,3,1.0,0.9999207258224487
427,427,0,0,0.0,0.0
428,428,0,0,0.0,0.0
429,429,3,3,1.0,0.9986251592636108
430,430,0,0,0.0,0.0
431,431,1,1,1.0,0.9999563694000244
432,432,0,0,0.0,0.0
433,433,2,2,1.0,0.9998818635940552
434,434,3,3,1.0,0.9790070056915283
435,435,1,1,1.0,0.9832820296287537
436,436,0,0,0.0,0.0
437,437,2,2,1.0,0.9760982394218445
438,438,2,2,1.0,0.9999176263809204
439,439,0,0,0.0,0.0
440,440,0,0,0.0,0.0
441,441,3,3,1.0,0.9999188184738159
442,442,0,0,0.0,0.0
443,443,3,3,1.0,0.9876073002815247
444,444,2,2,1.0,0.9999409914016724
445,445,2,2,1.0,0.9999997615814209
446,446,2,2,1.0,0.9831704497337341
447,447,3,3,1.0,0.9999706745147705
448,448,1,1,1.0,0.9983429908752441
449,449,0,0,0.0,0.0
450,450,1,1,1.0,0.9999730587005615
451,451,3,3,1.0,0.9998759031295776
452,452,1,1,1.0,0.9997521042823792
453,453,0,0,0.0,0.0
454,454,0,0,0.0,0.0
455,455,3,3,1.0,0.9998217225074768
456,456,2,2,1.0,0.9995660185813904
457,457,0,0,0.0,0.0
458,458,2,2,1.0,0.9999202489852905
459,459,2,2,1.0,0.9998908042907715
460,460,3,3,1.0,0.9826709628105164
461,461,2,2,1.0,0.9998377561569214
462,462,0,1,0.0,0.8876269459724426
463,463,2,2,1.0,0.9999940395355225
464,464,0,0,0.0,0.0
465,465,0,0,0.0,0.0
466,466,3,3,1.0,0.9996073842048645
467,467,2,2,1.0,0.9997809529304504
468,468,0,0,0.0,0.0
469,469,2,2,1.0,0.9862266182899475
470,470,0,0,0.0,0.0
471,471,2,2,1.0,0.9999977350234985
472,472,2,2,1.0,0.9999483823776245
473,473,1,1,0.0,0.9878756999969482
474,474,1,1,1.0,0.9914640784263611
475,475,2,2,1.0,0.9992111921310425
476,476,2,2,1.0,0.9997339844703674
477,477,0,2,0.0,0.9985755681991577
478,478,2,2,1.0,0.9997370839118958
479,479,0,2,0.0,0.8900157809257507
480,480,1,1,1.0,0.9998028874397278
481,481,1,1,1.0,0.9970051646232605
482,482,2,2,1.0,0.9452195763587952
483,483,0,0,0.0,0.0
484,484,3,3,1.0,0.9999747276306152
485,485,3,3,1.0,0.9606710076332092
486,486,3,3,1.0,0.9991341233253479
487,487,2,2,1.0,0.9977709054946899
488,488,0,0,0.0,0.0
489,489,1,1,1.0,0.9652849435806274
490,490,2,2,1.0,0.998913049697876
491,491,0,0,0.0,0.0
492,492,3,3,1.0,0.9998782873153687
493,493,1,1,1.0,0.9999984502792358
494,494,0,0,0.0,0.0
495,495,1,1,1.0,0.9959009289741516
496,496,1,1,1.0,0.9999961853027344
497,497,3,3,1.0,0.9924693703651428
498,498,1,1,1.0,0.9815238118171692
499,499,2,2,1.0,0.999745786190033
500,500,2,2,1.0,0.9996320009231567
501,501,2,2,1.0,0.9997835755348206
502,502,2,2,1.0,0.9969123601913452
503,503,3,3,1.0,0.9998862743377686
504,504,2,2,1.0,0.9999783039093018
505,505,0,0,0.0,0.0
506,506,1,1,1.0,0.9864329695701599
507,507,0,1,0.0,0.8379397392272949
508,508,2,2,1.0,0.9999693632125854
509,509,3,3,1.0,0.9999487400054932
510,510,1,1,1.0,0.9999991655349731
511,511,2,2,1.0,0.9999208450317383
512,512,2,2,1.0,0.999459445476532
513,513,1,1,1.0,0.9996899366378784
514,514,3,1,0.5,0.9854521155357361
515,515,0,0,0.0,0.0
516,516,2,2,1.0,0.9961506128311157
517,517,1,1,1.0,0.9998995065689087
518,518,1,1,1.0,0.9999980926513672
519,519,0,0,0.0,0.0
520,520,1,1,1.0,0.9723596572875977
521,521,0,0,0.0,0.0
522,522,2,2,1.0,0.9999727010726929
523,523,3,1,0.5,0.9997798800468445
524,524,3,3,1.0,0.9981468915939331
525,525,3,3,1.0,0.9999514818191528
526,526,0,0,0.0,0.0
527,527,0,2,0.0,0.9456789493560791
528,528,2,2,1.0,0.9983731508255005
529,529,2,2,1.0,0.999995231628418
530,530,2,2,1.0,0.9999783039093018
531,531,3,3,1.0,0.9995539784431458
532,532,1,1,1.0,0.9999982118606567
533,533,3,3,1.0,0.9998084902763367
534,534,2,2,2.0,0.9884876608848572
535,535,0,0,0.0,0.0
536,536,1,1,1.0,0.9979767203330994
537,537,2,2,1.0,0.9998189806938171
538,538,2,2,1.0,0.9999958276748657
539,539,0,0,0.0,0.0
540,540,2,2,1.0,0.999966025352478
541,541,0,1,0.0,0.750923216342926
542,542,0,0,0.0,0.0
543,543,0,0,0.0,0.0
544,544,1,1,1.0,0.9999830722808838
545,545,0,0,0.0,0.0
546,546,3,3,1.0,0.9213086366653442
547,547,3,3,1.0,0.9998001456260681
548,548,0,0,0.0,0.0
549,549,2,2,1.0,0.999984860420227
550,550,2,2,1.0,1.0
551,551,3,3,1.0,0.9993649125099182
552,552,3,3,1.0,0.9999158382415771
553,553,2,2,1.0,0.9414990544319153
554,554,3,3,1.0,0.999894380569458
555,555,2,2,1.0,0.9999983310699463
556,556,2,2,1.0,0.9996752738952637
557,557,2,2,1.0,0.9999841451644897
558,558,2,2,1.0,0.9998452663421631
559,559,2,2,1.0,0.9670664668083191
560,560,0,0,0.0,0.0
561,561,0,0,0.0,0.0
562,562,3,3,1.0,0.9992196559906006
563,563,2,2,1.0,0.99983811378479
564,564,2,2,1.0,0.9998730421066284
565,565,0,0,0.0,0.0
566,566,3,3,1.0,0.982207715511322
567,567,2,2,1.0,0.9695974588394165
568,568,0,0,0.0,0.0
569,569,1,1,1.0,0.9683004021644592
570,570,2,2,1.0,0.9986687898635864
571,571,0,0,0.0,0.0
572,572,3,3,1.0,0.9883294105529785
573,573,0,0,0.0,0.0
574,574,1,1,0.0,0.9991834759712219
575,575,0,0,0.0,0.0
576,576,1,1,1.0,0.9668124318122864
577,577,3,3,1.0,0.9972774386405945
578,578,0,0,0.0,0.0
579,579,1,1,1.0,0.9993583559989929
580,580,2,2,1.0,0.9997923970222473
581,581,0,0,0.0,0.0
582,582,2,2,1.0,0.9999980926513672
583,583,0,0,0.0,0.0
584,584,1,1,1.0,0.9999963045120239
585,585,2,2,1.0,0.9990308284759521
586,586,2,2,1.0,0.9999439716339111
587,587,1,1,1.0,0.9997968077659607
588,588,3,1,0.5,0.9999301433563232
589,589,3,3,1.0,0.996469259262085
590,590,1,1,1.0,0.9999994039535522
591,591,2,2,1.0,0.9966714382171631
592,592,0,2,0.0,0.9975270628929138
593,593,3,3,1.0,0.9801390171051025
594,594,2,2,1.0,0.999988317489624
595,595,2,2,1.0,0.9999858140945435
596,596,1,1,1.0,0.998185932636261
597,597,2,2,1.0,0.9998902082443237
598,598,1,1,1.0,0.9999977350234985
599,599,1,1,1.0,0.9932302236557007
600,600,2,2,1.0,0.9997301697731018
601,601,3,3,1.0,0.9999697208404541
602,602,2,2,1.0,0.9892371296882629
603,603,1,1,1.0,0.9964428544044495
604,604,2,2,1.0,0.9998944997787476
605,605,3,3,1.0,0.9704993367195129
606,606,1,1,1.0,0.9979798197746277
607,607,3,3,2.0,0.9997963309288025
608,608,3,3,1.0,0.9998763799667358
609,609,0,0,0.0,0.0
610,610,3,3,1.0,0.999567449092865
611,611,0,0,0.0,0.0
612,612,1,1,1.0,0.9998393058776855
613,613,3,3,1.0,0.9994507431983948
614,614,3,3,1.0,0.9994695782661438
615,615,1,1,1.0,0.9997401833534241
616,616,1,1,1.0,0.9998067021369934
617,617,0,0,0.0,0.0
618,618,3,3,1.0,0.9914897680282593
619,619,3,3,1.0,0.9997879862785339
620,620,3,3,1.0,0.9979791045188904
621,621,0,0,0.0,0.0
622,622,3,3,1.0,0.9993233680725098
623,623,2,2,1.0,0.9999933242797852
624,624,0,0,0.0,0.0
625,625,0,0,0.0,0.0
626,626,2,2,1.0,0.999946117401123
627,627,2,2,1.0,0.9999914169311523
628,628,0,1,0.0,0.8535287976264954
629,629,0,0,0.0,0.0
630,630,1,1,1.0,0.9998910427093506
631,631,0,0,0.0,0.0
632,632,1,1,1.0,0.9999940395355225
633,633,3,3,1.0,0.9999942779541016
634,634,1,1,1.0,0.9999996423721313
635,635,2,2,1.0,0.9997782111167908
636,636,3,3,1.0,0.9986079335212708
637,637,2,2,1.0,0.999705970287323
638,638,2,2,1.0,0.9999959468841553
639,639,3,3,1.0,0.9999638795852661
640,640,1,1,1.0,0.9997616410255432
641,641,1,1,1.0,0.9993659853935242
642,642,0,1,0.0,0.8663635849952698
643,643,2,2,1.0,0.9998342990875244
644,644,3,3,1.0,0.9997807145118713
645,645,3,3,1.0,0.9980826377868652
646,646,0,1,0.0,0.7024110555648804
647,647,3,3,1.0,0.9996205568313599
648,648,2,2,1.0,0.999994158744812
649,649,2,2,1.0,0.9999936819076538
650,650,1,1,1.0,0.9999991655349731
651,651,0,0,0.0,0.0
652,652,2,2,1.0,0.9999440908432007
653,653,3,3,1.0,0.999992847442627
654,654,3,3,1.0,0.9873670339584351
655,655,1,1,1.0,0.9999995231628418
656,656,0,0,0.0,0.0
657,657,0,0,0.0,0.0
658,658,2,2,1.0,0.999970555305481
659,659,1,1,1.0,0.9999991655349731
660,660,1,1,1.0,0.995123565196991
661,661,1,1,1.0,0.9696416854858398
662,662,1,1,1.0,0.9991915822029114
663,663,0,0,0.0,0.0
664,664,3,3,1.0,0.9995707869529724
665,665,2,2,1.0,0.9999990463256836
666,666,3,3,1.0,0.9997401833534241
667,667,2,2,1.0,0.9998615980148315
668,668,2,2,1.0,0.8224911689758301
669,669,0,1,0.0,0.9659319519996643
670,670,1,1,1.0,0.9999631643295288
671,671,3,3,1.0,0.9997523427009583
672,672,1,1,1.0,0.9994858503341675
673,673,0,0,0.0,0.0
674,674,2,2,1.0,0.9918727278709412
675,675,3,3,1.0,0.9998880624771118
676,676,1,1,1.0,0.9999860525131226
677,677,0,0,0.0,0.0
678,678,2,2,1.0,0.9999818801879883
679,679,0,0,0.0,0.0
680,680,3,3,1.0,0.999652624130249
681,681,0,0,0.0,0.0
682,682,1,1,1.0,0.8475192189216614
683,683,3,3,1.0,0.9999734163284302
684,684,0,0,0.0,0.0
685,685,2,2,1.0,0.9999996423721313
686,686,0,0,0.0,0.0
687,687,3,3,1.0,0.9998226761817932
688,688,0,0,0.0,0.0
689,689,3,3,1.0,0.9990817308425903
690,690,0,0,0.0,0.0
691,691,3,3,1.0,0.9999434947967529
692,692,2,2,1.0,0.9999837875366211
693,693,1,1,1.0,0.9999904632568359
694,694,3,3,1.0,0.9984620809555054
695,695,1,1,1.0,0.9999978542327881
696,696,3,3,1.0,0.9999451637268066
697,697,1,1,1.0,0.9998365640640259
698,698,1,1,1.0,0.9997721314430237
699,699,2,2,1.0,0.9999992847442627
700,700,2,2,1.0,0.9995095729827881
