,image_id,gt_class,pre_class,ap,score
72,72,4,4,1.0,0.971839427947998
73,73,1,1,1.0,0.9851775765419006
74,74,2,2,1.0,0.9890123605728149
75,75,1,4,0.5,0.9748822450637817
76,76,4,4,1.0,0.9682410359382629
77,77,2,2,1.0,0.9795071482658386
78,78,1,4,0.5,0.9758516550064087
79,79,2,2,1.0,0.9984124898910522
80,80,3,3,1.0,0.9862645268440247
81,81,2,4,0.5,0.9768492579460144
82,82,4,4,1.0,0.9705092310905457
83,83,2,2,1.0,0.9913473725318909
84,84,2,2,1.0,0.9986180067062378
85,85,3,4,0.5,0.9748846888542175
86,86,4,4,1.0,0.9781140089035034
87,87,4,4,1.0,0.9708864092826843
88,88,2,2,1.0,0.9980939030647278
89,89,3,4,0.5,0.9726120829582214
90,90,3,4,0.0,0.9761819839477539
91,91,4,4,1.0,0.9773757457733154
92,92,1,1,1.0,0.9985371828079224
93,93,1,4,0.0,0.9669326543807983
94,94,1,1,1.6666666666666665,0.9947717785835266
95,95,2,2,1.0,0.9976977705955505
96,96,3,3,1.0,0.97763991355896
97,97,1,4,0.5,0.9655453562736511
98,98,4,4,1.0,0.9678245782852173
99,99,4,4,1.0,0.9725390076637268
100,100,3,3,1.0,0.995804488658905
101,101,4,4,1.0,0.9744256138801575
102,102,4,4,1.0,0.97015780210495
103,103,2,2,1.0,0.9859931468963623
104,104,3,3,1.0,0.9748008847236633
105,105,3,3,1.0,0.9804672598838806
106,106,1,1,1.0,0.9961687922477722
107,107,3,4,0.0,0.9715263247489929
108,108,2,2,1.0,0.9805959463119507
109,109,3,3,1.0,0.9966409206390381
110,110,2,4,0.5,0.9729856252670288
111,111,3,4,0.5,0.9718057513237
112,112,2,2,0.3333333333333333,0.9861138463020325
113,113,3,4,0.0,0.975075900554657
114,114,1,4,0.0,0.967985987663269
115,115,2,2,1.0,0.9988875985145569
116,116,3,4,0.5,0.968742847442627
117,117,1,4,0.5,0.9722946286201477
118,118,1,4,0.5,0.9756726622581482
119,119,2,2,1.0,0.9984447360038757
120,120,3,3,1.0,0.9901487827301025
121,121,2,2,1.0,0.9988497495651245
122,122,3,4,0.5,0.9748798608779907
123,123,3,4,0.5,0.9720119833946228
124,124,1,4,0.5,0.9696466326713562
125,125,4,4,1.0,0.9727750420570374
126,126,3,3,1.0,0.9890725016593933
127,127,4,4,1.0,0.9706089496612549
128,128,2,4,0.5,0.9700986742973328
129,129,2,4,0.5,0.9725943803787231
130,130,2,2,1.0,0.9972953200340271
131,131,4,4,1.0,0.9690761566162109
132,132,2,2,1.0,0.9998290538787842
133,133,4,1,0.5,0.9724385738372803
134,134,1,1,1.0,0.9993150234222412
135,135,2,2,1.0,0.993618369102478
136,136,2,4,0.0,0.9723142385482788
137,137,4,4,1.0,0.9731338024139404
138,138,2,2,1.0,0.9996230602264404
139,139,2,2,1.0,0.9991974234580994
140,140,1,4,0.0,0.9676028490066528
141,141,1,4,0.5,0.9724980592727661
142,142,1,1,1.0,0.9905521869659424
143,143,2,4,0.0,0.9703655242919922
144,144,3,3,1.0,0.9836367964744568
145,145,2,2,1.0,0.9978081583976746
146,146,2,2,1.0,0.9872238636016846
147,147,2,4,0.0,0.9702675342559814
148,148,2,2,1.0,0.9953061938285828
149,149,2,2,1.0,0.9984737038612366
150,150,2,2,1.0,0.9986675977706909
151,151,4,4,1.0,0.9782298803329468
152,152,1,1,1.0,0.9981052875518799
153,153,2,4,0.5,0.9675762057304382
154,154,3,3,1.6666666666666665,0.9939408302307129
155,155,1,4,0.5,0.9692855477333069
156,156,4,4,1.0,0.9691233038902283
157,157,3,4,0.5,0.9715949296951294
158,158,1,4,0.5,0.9720062017440796
159,159,3,3,1.0,0.9930158853530884
160,160,1,4,0.5,0.9673572778701782
161,161,2,2,1.0,0.9998476505279541
162,162,4,4,1.0,0.9725176095962524
163,163,4,4,1.0,0.9762507081031799
164,164,3,4,0.5,0.9711978435516357
165,165,2,2,1.0,0.9917313456535339
166,166,4,4,1.0,0.9714701771736145
167,167,1,4,0.0,0.9680289626121521
168,168,1,4,0.5,0.9693700075149536
169,169,2,2,1.0,0.9923564195632935
170,170,2,4,0.0,0.9699679613113403
171,171,1,4,0.0,0.9714189767837524
172,172,3,3,0.0,0.9854127764701843
173,173,3,4,0.5,0.9714297652244568
174,174,2,2,1.0,0.9977902173995972
175,175,1,4,0.5,0.973127007484436
176,176,1,1,0.0,0.9789444208145142
177,177,3,4,0.3333333333333333,0.9770044684410095
178,178,1,4,0.0,0.9700195789337158
179,179,1,4,0.5,0.9655117988586426
180,180,3,3,1.0,0.9809294939041138
181,181,4,4,1.0,0.9721925258636475
182,182,1,4,0.5,0.9742535948753357
183,183,3,4,0.5,0.9746004343032837
184,184,2,4,0.5,0.9712881445884705
185,185,3,4,0.5,0.9669615626335144
186,186,4,4,1.0,0.9714686870574951
187,187,4,4,1.0,0.9669987559318542
188,188,1,1,1.0,0.9972007274627686
189,189,4,4,1.0,0.9729718565940857
190,190,3,4,0.0,0.9695215821266174
191,191,2,4,0.5,0.975872278213501
192,192,2,2,1.0,0.9995914101600647
193,193,3,3,1.0,0.9840853214263916
194,194,1,1,1.0,0.9780343174934387
195,195,1,1,1.0,0.9907089471817017
196,196,2,4,0.5,0.9739328026771545
197,197,1,1,1.0,0.9977383613586426
198,198,4,4,1.0,0.9726923704147339
199,199,3,3,1.0,0.9737899303436279
200,200,3,3,0.0,0.9876962304115295
201,201,2,2,1.0,0.998754620552063
202,202,2,2,1.0,0.995935320854187
203,203,1,1,1.0,0.9984488487243652
204,204,3,3,1.0,0.9944203495979309
205,205,1,1,1.0,0.9944342970848083
206,206,3,4,0.0,0.9784181714057922
207,207,1,1,0.0,0.9863504767417908
208,208,2,4,0.5,0.9747909307479858
209,209,3,4,0.5,0.9706665277481079
210,210,1,1,1.0,0.9967198967933655
211,211,2,2,1.0,0.999968409538269
212,212,3,4,0.5,0.9721710085868835
213,213,3,3,1.0,0.9947358965873718
214,214,2,2,1.0,0.9982556700706482
215,215,2,2,1.0,0.9969847798347473
216,216,2,2,1.0,0.9915680289268494
217,217,4,4,1.0,0.9756081700325012
218,218,4,4,1.0,0.9724327921867371
219,219,1,1,1.0,0.9992610812187195
220,220,2,2,1.0,0.9993324875831604
221,221,4,4,1.0,0.9680815935134888
222,222,2,4,0.5,0.9690994024276733
223,223,4,4,1.0,0.9769620895385742
224,224,4,4,1.0,0.9717212319374084
225,225,2,4,0.5,0.9702621698379517
226,226,4,4,1.0,0.9686726331710815
227,227,2,2,1.0,0.9983977675437927
228,228,4,4,1.0,0.9730818867683411
229,229,2,2,1.0,0.975356936454773
230,230,2,2,1.0,0.9868614077568054
231,231,3,4,0.5,0.9682903289794922
232,232,3,3,1.0,0.9774905443191528
233,233,3,3,1.0,0.9859669804573059
234,234,2,2,1.0,0.9867383241653442
235,235,2,4,0.0,0.978115975856781
236,236,3,4,0.5,0.9747398495674133
237,237,4,4,1.0,0.9742379784584045
238,238,3,4,0.5,0.9691345691680908
239,239,2,4,0.0,0.9721893668174744
240,240,3,4,0.5,0.9722306132316589
241,241,4,4,1.0,0.9739271402359009
242,242,1,1,1.0,0.9996167421340942
243,243,2,4,0.5,0.9795693755149841
244,244,2,2,1.0,0.9994682669639587
245,245,2,4,0.0,0.9767258763313293
246,246,3,4,0.5,0.9801930785179138
247,247,4,4,1.0,0.973018229007721
248,248,4,4,1.0,0.9715272188186646
249,249,1,4,0.5,0.9731878638267517
250,250,4,4,1.0,0.9727758765220642
251,251,4,4,1.0,0.9635159969329834
252,252,4,4,1.0,0.9712575674057007
253,253,4,4,1.0,0.9709951877593994
254,254,2,2,1.0,0.9988479614257812
255,255,3,3,0.0,0.9852436780929565
256,256,4,4,1.0,0.968998908996582
257,257,3,4,0.5,0.972077488899231
258,258,2,2,1.0,0.9998743534088135
259,259,2,4,0.0,0.974311113357544
260,260,2,2,1.0,0.9990423321723938
261,261,2,2,1.0,0.999546468257904
262,262,3,4,0.5,0.9696086645126343
263,263,2,4,0.5,0.9732415080070496
264,264,2,4,0.0,0.9743973016738892
265,265,2,2,1.0,0.9998143315315247
266,266,4,4,1.0,0.975999116897583
267,267,4,4,1.0,0.9708026051521301
268,268,2,4,0.0,0.974726140499115
269,269,1,4,0.5,0.9661897420883179
270,270,3,3,1.0,0.9819468259811401
271,271,2,2,1.0,0.9963765740394592
272,272,1,4,0.5,0.9774653911590576
273,273,3,3,1.0,0.9892479777336121
274,274,2,2,0.0,0.9948499798774719
275,275,3,3,1.0,0.9871194362640381
276,276,4,4,1.0,0.9733119606971741
277,277,4,4,1.0,0.9741039276123047
278,278,3,4,0.0,0.9698401093482971
279,279,1,1,1.0,0.9977068901062012
280,280,1,1,1.0,0.9983905553817749
281,281,4,4,1.0,0.9659906625747681
282,282,4,4,1.0,0.9718027114868164
283,283,1,4,0.5,0.9656401872634888
284,284,1,4,0.5,0.9696567058563232
285,285,1,1,1.0,0.9974086880683899
286,286,4,4,1.0,0.9689392447471619
287,287,4,4,1.0,0.9701086282730103
288,288,1,1,1.0,0.9997809529304504
289,289,1,1,1.0,0.9994099140167236
290,290,2,4,0.0,0.9665300250053406
291,291,3,4,0.5,0.9752815365791321
292,292,1,1,1.0,0.979919970035553
293,293,2,4,0.5,0.9732915163040161
294,294,2,2,1.0,0.9966968297958374
295,295,1,4,0.5,0.9687689542770386
296,296,2,4,0.0,0.9718142151832581
297,297,1,1,1.0,0.995406985282898
298,298,2,4,0.0,0.9745069146156311
299,299,4,4,1.0,0.9744114875793457
300,300,2,4,0.0,0.9732632040977478
301,301,4,1,0.5,0.9754830598831177
302,302,4,4,1.0,0.9725287556648254
303,303,3,4,0.5,0.9736911058425903
304,304,3,4,0.3333333333333333,0.972079336643219
305,305,2,2,1.0,0.9990478157997131
306,306,4,4,1.0,0.9694443941116333
307,307,3,4,0.0,0.9671543836593628
308,308,2,4,0.5,0.9745219349861145
309,309,3,4,0.5,0.9716216325759888
310,310,4,4,1.0,0.9701996445655823
311,311,2,4,0.5,0.9723353981971741
312,312,2,2,1.0,0.9840162992477417
313,313,3,4,0.5,0.967941164970398
314,314,4,4,1.0,0.9715369939804077
315,315,1,1,1.0,0.997432291507721
316,316,3,3,1.0,0.9966433048248291
317,317,4,4,1.0,0.9666798710823059
318,318,2,3,0.0,0.9716668725013733
319,319,1,4,0.5,0.9759835600852966
320,320,1,1,0.0,0.9876118302345276
321,321,3,4,0.5,0.9738266468048096
322,322,2,4,0.5,0.9725306630134583
323,323,4,4,1.0,0.9703291654586792
324,324,4,4,1.0,0.9700600504875183
325,325,2,2,1.0,0.9933294057846069
326,326,2,2,1.0,0.9994426369667053
327,327,2,2,1.0,0.9992484450340271
328,328,2,2,1.0,0.999976634979248
329,329,3,3,1.0,0.9884507656097412
330,330,2,4,0.0,0.9715397953987122
331,331,1,1,1.0,0.9851513504981995
332,332,3,4,0.5,0.9761173725128174
333,333,4,4,1.0,0.972213625907898
334,334,3,4,0.25,0.9702317118644714
335,335,1,1,1.0,0.9946954846382141
336,336,1,4,0.5,0.9718833565711975
337,337,2,2,1.0,0.998417854309082
338,338,2,2,1.0,0.9782570600509644
339,339,4,4,1.0,0.9687946438789368
340,340,1,1,1.0,0.9923173189163208
341,341,1,4,0.5,0.9733970165252686
342,342,4,4,1.0,0.9773452281951904
343,343,1,4,0.0,0.9709258675575256
344,344,3,3,1.0,0.9907604455947876
345,345,3,4,0.3333333333333333,0.9706506133079529
346,346,3,3,1.0,0.9961159229278564
347,347,1,1,1.0,0.9995478987693787
348,348,1,4,0.5,0.9733879566192627
349,349,4,4,1.0,0.9698507785797119
350,350,4,4,1.0,0.9723695516586304
351,351,1,1,1.0,0.9999740123748779
352,352,4,4,1.0,0.9736586809158325
353,353,2,2,1.0,0.999757707118988
354,354,2,2,1.0,0.999281108379364
355,355,2,2,1.0,0.9994702935218811
356,356,3,4,0.5,0.9703628420829773
357,357,4,4,1.0,0.9707472920417786
358,358,1,4,0.5,0.9711869955062866
359,359,2,2,1.0,0.9996660947799683
360,360,1,4,0.0,0.9754195213317871
361,361,2,2,1.0,0.9935947060585022
362,362,3,4,0.5,0.9716916084289551
363,363,3,3,1.0,0.9876152276992798
364,364,1,4,0.5,0.9741901159286499
365,365,1,1,1.0,0.9883976578712463
366,366,3,4,0.5,0.9703204035758972
367,367,1,1,1.0,0.9997873902320862
368,368,4,4,1.0,0.9691623449325562
369,369,4,4,1.0,0.9675198197364807
370,370,1,4,0.0,0.9750262498855591
371,371,2,4,0.5,0.9740616083145142
372,372,1,4,0.5,0.9751256108283997
373,373,3,3,1.0,0.9918213486671448
374,374,4,4,1.0,0.9754018187522888
375,375,4,4,1.0,0.9666502475738525
376,376,2,4,0.5,0.9702816605567932
377,377,2,2,1.0,0.9995146989822388
378,378,2,4,0.5,0.9679145812988281
379,379,4,4,1.0,0.9732680320739746
380,380,2,4,0.0,0.9722108840942383
381,381,1,1,1.0,0.995694637298584
382,382,4,4,1.0,0.9713653326034546
383,383,3,4,0.5,0.9746786952018738
384,384,2,2,1.0,0.9952529668807983
385,385,1,1,1.0,0.9966506361961365
386,386,1,1,1.0,0.9971628785133362
387,387,2,2,1.0,0.9992008805274963
388,388,3,4,0.5,0.9723071455955505
389,389,4,4,1.0,0.974942147731781
390,390,4,4,1.0,0.9746505618095398
391,391,1,1,1.0,0.9998114705085754
392,392,2,2,1.0,0.9994237422943115
393,393,1,1,1.0,0.9779866337776184
394,394,4,4,1.0,0.965585470199585
395,395,2,2,1.0,0.9990088939666748
396,396,3,3,0.0,0.9898215532302856
397,397,4,4,1.0,0.9729996919631958
398,398,4,4,1.0,0.969437301158905
399,399,3,4,0.5,0.9769260287284851
400,400,1,1,1.0,0.9729012846946716
401,401,3,4,0.0,0.96968013048172
402,402,3,4,0.5,0.9743449091911316
403,403,3,4,0.5,0.9709131717681885
404,404,1,4,0.5,0.9762082099914551
405,405,2,2,1.0,0.9979192614555359
406,406,4,4,1.0,0.9786715507507324
407,407,4,4,1.0,0.9715901017189026
408,408,2,4,0.0,0.9703087210655212
409,409,3,4,0.5,0.9728193879127502
410,410,4,4,1.0,0.9695417284965515
411,411,2,4,0.5,0.9690142273902893
412,412,3,3,1.0,0.9978485107421875
413,413,4,4,1.0,0.9712234139442444
414,414,1,1,0.0,0.9979078769683838
415,415,2,4,0.5,0.9666370749473572
416,416,1,4,0.5,0.9710817337036133
417,417,3,3,1.6666666666666665,0.9760535359382629
418,418,1,1,1.0,0.9963850975036621
419,419,2,2,1.0,0.9995940327644348
420,420,3,4,0.5,0.9752867221832275
421,421,2,2,1.0,0.9994383454322815
422,422,2,2,1.0,0.9995002746582031
423,423,3,1,0.0,0.9765868782997131
424,424,1,1,1.0,0.9997507929801941
425,425,1,1,1.0,0.9936606287956238
426,426,3,4,0.5,0.9714664816856384
427,427,4,4,1.0,0.9716842174530029
428,428,4,4,1.0,0.9746052622795105
429,429,3,3,1.0,0.9883158802986145
430,430,4,4,1.0,0.9755339622497559
431,431,1,1,1.0,0.9988347887992859
432,432,4,4,1.0,0.978040337562561
433,433,2,2,1.0,0.9994930028915405
434,434,3,4,0.0,0.9737792611122131
435,435,1,4,0.0,0.9707059860229492
436,436,4,4,1.0,0.9700819253921509
437,437,2,4,0.0,0.9742798805236816
438,438,2,2,1.0,0.9766966104507446
439,439,4,4,1.0,0.9706681370735168
440,440,4,4,1.0,0.9732522368431091
441,441,3,3,1.0,0.9969465136528015
442,442,4,4,1.0,0.975037693977356
443,443,3,3,1.0,0.9825695753097534
444,444,2,2,1.0,0.9826638102531433
445,445,2,2,1.0,0.9998965263366699
446,446,2,4,0.0,0.9653545022010803
447,447,3,3,1.0,0.977818489074707
448,448,1,4,0.0,0.9724209904670715
449,449,4,4,1.0,0.9657660126686096
450,450,1,4,0.5,0.9729971289634705
451,451,3,3,1.0,0.9820113182067871
452,452,1,4,0.5,0.9797608852386475
453,453,4,4,1.0,0.9725924730300903
454,454,4,4,1.0,0.9727641344070435
455,455,3,3,1.0,0.9821057319641113
456,456,2,4,0.5,0.9719499945640564
457,457,4,4,1.0,0.9708603024482727
458,458,2,2,1.0,0.9976527094841003
459,459,2,2,1.0,0.9894212484359741
460,460,3,3,1.0,0.975315511226654
461,461,2,4,0.5,0.9736343622207642
462,462,4,4,1.0,0.9719498157501221
463,463,2,2,1.0,0.9993674159049988
464,464,4,4,1.0,0.9719787240028381
465,465,4,4,1.0,0.9753329753875732
466,466,3,3,1.0,0.9976400136947632
467,467,2,4,0.0,0.9742962718009949
468,468,4,4,1.0,0.9757823944091797
469,469,2,4,0.0,0.9704135656356812
470,470,4,4,1.0,0.9747108221054077
471,471,2,2,1.0,0.9891953468322754
472,472,2,2,1.0,0.9993915557861328
473,473,1,4,0.0,0.9756048917770386
474,474,1,4,0.5,0.975649356842041
475,475,2,2,1.0,0.9797990322113037
476,476,2,2,1.0,0.9787020683288574
477,477,4,4,1.0,0.9701634049415588
478,478,2,2,1.0,0.9838832020759583
479,479,4,4,1.0,0.9728186130523682
480,480,1,1,1.0,0.9867868423461914
481,481,1,4,0.5,0.9717971086502075
482,482,2,4,0.0,0.9739958047866821
483,483,4,4,1.0,0.9733954668045044
484,484,3,3,1.0,0.9938262104988098
485,485,3,4,0.3333333333333333,0.9713094234466553
486,486,3,3,1.0,0.989382266998291
487,487,2,4,0.0,0.9695790410041809
488,488,4,4,1.0,0.9712029099464417
489,489,1,4,0.5,0.9747540950775146
490,490,2,4,0.5,0.9712216258049011
491,491,4,4,1.0,0.9738020300865173
492,492,3,3,1.0,0.981526255607605
493,493,1,1,1.0,0.9990164041519165
494,494,4,4,1.0,0.9707301259040833
495,495,1,4,0.0,0.967744767665863
496,496,1,1,1.0,0.9992608428001404
497,497,3,4,0.0,0.9650185704231262
498,498,1,4,0.5,0.9681267142295837
499,499,2,4,0.5,0.9686646461486816
500,500,2,2,1.0,0.9932194352149963
501,501,2,2,1.0,0.9965322017669678
502,502,2,2,1.0,0.9958553910255432
503,503,3,3,1.0,0.9921103119850159
504,504,2,2,1.0,0.9997888207435608
505,505,4,4,1.0,0.9721704721450806
506,506,1,1,1.0,0.9850720763206482
507,507,4,4,1.0,0.9692164659500122
508,508,2,2,1.0,0.9801458716392517
509,509,3,4,0.5,0.9745957851409912
510,510,1,1,1.0,0.9999330043792725
511,511,2,2,1.0,0.9862769246101379
512,512,2,2,1.0,0.9976551532745361
513,513,1,1,1.0,0.9904263615608215
514,514,3,4,0.3333333333333333,0.9678851366043091
515,515,4,4,1.0,0.9721178412437439
516,516,2,2,1.0,0.988412082195282
517,517,1,1,1.0,0.9908660054206848
518,518,1,1,1.0,0.9991113543510437
519,519,4,4,1.0,0.9751726984977722
520,520,1,4,0.5,0.9732538461685181
521,521,4,4,1.0,0.9708967208862305
522,522,2,2,1.0,0.9998362064361572
523,523,3,4,0.3333333333333333,0.9675402641296387
524,524,3,4,0.0,0.9681652784347534
525,525,3,4,0.5,0.9730167388916016
526,526,4,4,1.0,0.9700608253479004
527,527,4,4,1.0,0.9731927514076233
528,528,2,2,1.0,0.9973383545875549
529,529,2,2,1.0,0.9982545971870422
530,530,2,2,1.0,0.9991340041160583
531,531,3,4,0.5,0.9742313027381897
532,532,1,1,1.0,0.9962299466133118
533,533,3,3,1.0,0.9940857887268066
534,534,2,1,0.0,0.9864700436592102
535,535,4,4,1.0,0.9701321721076965
536,536,1,4,0.0,0.972467303276062
537,537,2,2,1.0,0.982885479927063
538,538,2,2,1.0,0.9993298053741455
539,539,4,4,1.0,0.96845543384552
540,540,2,2,1.0,0.9993941783905029
541,541,4,4,1.0,0.975723385810852
542,542,4,4,1.0,0.9751357436180115
543,543,4,4,1.0,0.9700939655303955
544,544,1,1,1.0,0.992702841758728
545,545,4,4,1.0,0.9679603576660156
546,546,3,4,0.5,0.9736124873161316
547,547,3,4,0.5,0.9690780639648438
548,548,4,4,1.0,0.9723368883132935
549,549,2,2,1.0,0.9973282814025879
550,550,2,2,1.0,0.9999939203262329
551,551,3,4,0.0,0.97462397813797
552,552,3,3,1.0,0.9765833616256714
553,553,2,4,0.5,0.9737802743911743
554,554,3,4,0.5,0.9696597456932068
555,555,2,2,1.0,0.9874683618545532
556,556,2,2,1.0,0.9952520132064819
557,557,2,2,1.0,0.9961016178131104
558,558,2,2,1.0,0.9957186579704285
559,559,2,4,0.25,0.968929648399353
560,560,4,4,1.0,0.9691582918167114
561,561,4,4,1.0,0.977191686630249
562,562,3,4,0.5,0.9714118838310242
563,563,2,2,1.0,0.9983799457550049
564,564,2,2,1.0,0.9987770915031433
565,565,4,4,1.0,0.9699320793151855
566,566,3,4,0.5,0.9726107120513916
567,567,2,4,0.5,0.9774356484413147
568,568,4,4,1.0,0.9711669683456421
569,569,1,4,0.0,0.9727727174758911
570,570,2,2,1.0,0.9948433637619019
571,571,4,4,1.0,0.9716875553131104
572,572,3,4,0.0,0.9760002493858337
573,573,4,4,1.0,0.9721706509590149
574,574,1,4,0.0,0.9751035571098328
575,575,4,4,1.0,0.9678907990455627
576,576,1,1,1.0,0.996364176273346
577,577,3,4,0.5,0.9759509563446045
578,578,4,4,1.0,0.9694820046424866
579,579,1,4,0.5,0.972446084022522
580,580,2,2,1.0,0.9718011617660522
581,581,4,4,1.0,0.9695743322372437
582,582,2,2,1.0,0.9991922974586487
583,583,4,4,1.0,0.9688886404037476
584,584,1,1,1.0,0.995139479637146
585,585,2,4,0.5,0.9665277004241943
586,586,2,2,1.0,0.9899256229400635
587,587,1,1,1.0,0.9884635806083679
588,588,3,4,0.5,0.9678212404251099
589,589,3,4,0.0,0.9694846272468567
590,590,1,1,1.0,0.9982977509498596
591,591,2,2,1.0,0.9898021817207336
592,592,4,2,0.5,0.9976106882095337
593,593,3,4,0.5,0.9747560024261475
594,594,2,2,1.0,0.999091625213623
595,595,2,2,1.0,0.9721924066543579
596,596,1,1,1.0,0.9922258853912354
597,597,2,2,1.0,0.9988289475440979
598,598,1,1,1.0,0.9996201992034912
599,599,1,1,1.0,0.9856831431388855
600,600,2,2,1.0,0.9861255288124084
601,601,3,3,1.0,0.9775276780128479
602,602,2,4,0.3333333333333333,0.9755268692970276
603,603,1,1,1.0,0.9900218844413757
604,604,2,2,1.0,0.9779987335205078
605,605,3,4,0.5,0.9735625386238098
606,606,1,4,0.5,0.971091091632843
607,607,3,4,0.0,0.9700915813446045
608,608,3,3,0.0,0.9886329770088196
609,609,4,4,1.0,0.9726049900054932
610,610,3,3,0.0,0.9977498650550842
611,611,4,4,1.0,0.9797950983047485
612,612,1,1,1.0,0.9995877146720886
613,613,3,3,1.0,0.9945785999298096
614,614,3,3,1.0,0.9820413589477539
615,615,1,4,0.5,0.9749035239219666
616,616,1,1,1.0,0.9783976078033447
617,617,4,4,1.0,0.9783220887184143
618,618,3,3,1.0,0.9779822826385498
619,619,3,3,0.0,0.9922073483467102
620,620,3,4,0.5,0.9674166440963745
621,621,4,4,1.0,0.9762973785400391
622,622,3,4,0.5,0.9721283316612244
623,623,2,2,1.0,0.999004065990448
624,624,4,4,1.0,0.9741593599319458
625,625,4,4,1.0,0.9681291580200195
626,626,2,2,1.0,0.9965488314628601
627,627,2,2,1.0,0.9958826303482056
628,628,4,1,0.3333333333333333,0.9946200847625732
629,629,4,4,1.0,0.9765282273292542
630,630,1,4,0.0,0.9705143570899963
631,631,4,4,1.0,0.9693677425384521
632,632,1,1,1.0,0.9987567663192749
633,633,3,3,1.0,0.9831382036209106
634,634,1,1,1.0,0.9931689500808716
635,635,2,2,1.0,0.9972643852233887
636,636,3,4,0.5,0.9680259823799133
637,637,2,2,1.0,0.9964595437049866
638,638,2,2,1.0,0.9988920092582703
639,639,3,3,1.0,0.9916685819625854
640,640,1,1,1.0,0.9824428558349609
641,641,1,4,0.5,0.9719663262367249
642,642,4,4,1.0,0.975639820098877
643,643,2,2,1.0,0.986299455165863
644,644,3,4,0.5,0.9755585789680481
645,645,3,4,0.5,0.974373459815979
646,646,4,4,1.0,0.9657601118087769
647,647,3,4,0.5,0.9765831232070923
648,648,2,2,1.0,0.9982750415802002
649,649,2,2,1.0,0.9991470575332642
650,650,1,1,1.0,0.9993415474891663
651,651,4,4,1.0,0.9685424566268921
652,652,2,2,1.0,0.9972314238548279
653,653,3,4,0.5,0.9734891057014465
654,654,3,4,0.0,0.9717438817024231
655,655,1,1,1.0,0.997541069984436
656,656,4,4,1.0,0.9753486514091492
657,657,4,4,1.0,0.97165447473526
658,658,2,2,1.0,0.9962955117225647
659,659,1,1,1.0,0.9961385130882263
660,660,1,1,0.0,0.9960399866104126
661,661,1,4,0.5,0.9709551930427551
662,662,1,1,1.0,0.9858679175376892
663,663,4,4,1.0,0.9758414030075073
